PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Embarked,Title
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,C, Miss.
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,S, Mr.
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,S, Mrs.
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,S, Mrs.
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,C, Miss.
331,1,3,"McCoy, Miss. Agnes",female,22.066225165562916,2,0,Q, Miss.
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,S, Mr.
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,S, Mr.
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,S, Mr.
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,35.898148148148145,1,0,S, Mrs.
336,0,3,"Denkoff, Mr. Mitto",male,32.74014778325123,0,0,S, Mr.
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,S, Mr.
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,C, Miss.
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,S, Mr.
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,S, Mr.
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,S, Master.
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,S, Miss.
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,S, Mr.
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,S, Mr.
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,S, Mr.
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,S, Miss.
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,S, Miss.
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,35.898148148148145,1,0,S, Mrs.
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,S, Master.
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,S, Mr.
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,S, Mr.
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,32.74014778325123,0,0,S, Mr.
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,C, Mr.
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,S, Mr.
355,0,3,"Yousif, Mr. Wazli",male,32.74014778325123,0,0,C, Mr.
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,S, Mr.
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,S, Miss.
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,S, Miss.
359,1,3,"McGovern, Miss. Mary",female,22.066225165562916,0,0,Q, Miss.
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,22.066225165562916,0,0,Q, Miss.
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,S, Mr.
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,C, Mr.
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,C, Mrs.
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,S, Mr.
365,0,3,"O'Brien, Mr. Thomas",male,32.74014778325123,1,0,Q, Mr.
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,S, Mr.
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,C, Mrs.
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,35.898148148148145,0,0,C, Mrs.
369,1,3,"Jermyn, Miss. Annie",female,22.066225165562916,0,0,Q, Miss.
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,C, Miss.
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,C, Mr.
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,S, Mr.
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,S, Mr.
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,C, Mr.
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,S, Miss.
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,35.898148148148145,1,0,C, Mrs.
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,S, Miss.
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,C, Mr.
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,C, Mr.
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,S, Mr.
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,C, Miss.
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,C, Miss.
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,S, Mr.
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,S, Mrs.
385,0,3,"Plotcharsky, Mr. Vasil",male,32.74014778325123,0,0,S, Mr.
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S, Mr.
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,S, Master.
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,S, Miss.
389,0,3,"Sadlier, Mr. Matthew",male,32.74014778325123,0,0,Q, Mr.
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,C, Miss.
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,S, Mr.
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,S, Mr.
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,S, Mr.
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,C, Miss.
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,S, Mrs.
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,S, Mr.
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,S, Miss.
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,S, Mr.
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,S, Dr.
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,S, Mrs.
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,S, Mr.
402,0,3,"Adams, Mr. John",male,26.0,0,0,S, Mr.
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,S, Miss.
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,S, Mr.
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,S, Miss.
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,S, Mr.
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,S, Mr.
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,S, Master.
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,S, Mr.
410,0,3,"Lefebre, Miss. Ida",female,22.066225165562916,3,1,S, Miss.
411,0,3,"Sdycoff, Mr. Todor",male,32.74014778325123,0,0,S, Mr.
412,0,3,"Hart, Mr. Henry",male,32.74014778325123,0,0,Q, Mr.
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,Q, Miss.
414,0,2,"Cunningham, Mr. Alfred Fleming",male,32.74014778325123,0,0,S, Mr.
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,S, Mr.
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,35.898148148148145,0,0,S, Mrs.
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,S, Mrs.
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,S, Miss.
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,S, Mr.
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,S, Miss.
421,0,3,"Gheorgheff, Mr. Stanio",male,32.74014778325123,0,0,C, Mr.
422,0,3,"Charters, Mr. David",male,21.0,0,0,Q, Mr.
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,S, Mr.
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,S, Mrs.
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,S, Mr.
426,0,3,"Wiseman, Mr. Phillippe",male,32.74014778325123,0,0,S, Mr.
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,S, Mrs.
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,S, Miss.
429,0,3,"Flynn, Mr. James",male,32.74014778325123,0,0,Q, Mr.
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,S, Mr.
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,S, Mr.
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,35.898148148148145,1,0,S, Mrs.
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,S, Mrs.
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,S, Mr.
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,S, Mr.
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,S, Miss.
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,S, Miss.
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,S, Mrs.
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,S, Mr.
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,S, Mr.
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,S, Mrs.
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,S, Mr.
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,S, Mr.
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,S, Ms.
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,32.74014778325123,0,0,S, Mr.
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,S, Master.
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,S, Miss.
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,S, Mr.
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,C, Miss.
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,S, Mr.
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,S, Mr.
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,32.74014778325123,1,0,S, Mr.
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,C, Mr.
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,C, Mr.
455,0,3,"Peduzzi, Mr. Joseph",male,32.74014778325123,0,0,S, Mr.
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,C, Mr.
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,S, Mr.
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,35.898148148148145,1,0,S, Mrs.
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,S, Miss.
460,0,3,"O'Connor, Mr. Maurice",male,32.74014778325123,0,0,Q, Mr.
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,S, Mr.
462,0,3,"Morley, Mr. William",male,34.0,0,0,S, Mr.
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,S, Mr.
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,S, Mr.
465,0,3,"Maisner, Mr. Simon",male,32.74014778325123,0,0,S, Mr.
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,S, Mr.
467,0,2,"Campbell, Mr. William",male,32.74014778325123,0,0,S, Mr.
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,S, Mr.
469,0,3,"Scanlan, Mr. James",male,32.74014778325123,0,0,Q, Mr.
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,C, Miss.
471,0,3,"Keefe, Mr. Arthur",male,32.74014778325123,0,0,S, Mr.
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,S, Mr.
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,S, Mrs.
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,C, Mrs.
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,S, Miss.
476,0,1,"Clifford, Mr. George Quincy",male,32.74014778325123,0,0,S, Mr.
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,S, Mr.
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,S, Mr.
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,S, Mr.
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,S, Miss.
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,S, Master.
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,32.74014778325123,0,0,S, Mr.
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,S, Mr.
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,S, Mrs.
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,C, Mr.
486,0,3,"Lefebre, Miss. Jeannie",female,22.066225165562916,3,1,S, Miss.
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,S, Mrs.
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,C, Mr.
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,S, Mr.
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,S, Master.
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,32.74014778325123,1,0,S, Mr.
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,S, Mr.
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,S, Mr.
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,C, Mr.
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,S, Mr.
496,0,3,"Yousseff, Mr. Gerious",male,32.74014778325123,0,0,C, Mr.
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,C, Miss.
498,0,3,"Shellard, Mr. Frederick William",male,32.74014778325123,0,0,S, Mr.
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,S, Mrs.
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,S, Mr.
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,S, Mr.
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,Q, Miss.
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,22.066225165562916,0,0,Q, Miss.
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,S, Miss.
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,S, Miss.
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,C, Mr.
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,S, Mrs.
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,32.74014778325123,0,0,S, Mr.
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,S, Mr.
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,S, Mr.
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,Q, Mr.
512,0,3,"Webber, Mr. James",male,32.74014778325123,0,0,S, Mr.
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,S, Mr.
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,C, Mrs.
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,S, Mr.
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,S, Mr.
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,S, Mrs.
518,0,3,"Ryan, Mr. Patrick",male,32.74014778325123,0,0,Q, Mr.
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,S, Mrs.
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,S, Mr.
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,S, Miss.
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,S, Mr.
523,0,3,"Lahoud, Mr. Sarkis",male,32.74014778325123,0,0,C, Mr.
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,C, Mrs.
525,0,3,"Kassem, Mr. Fared",male,32.74014778325123,0,0,C, Mr.
526,0,3,"Farrell, Mr. James",male,40.5,0,0,Q, Mr.
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,S, Miss.
528,0,1,"Farthing, Mr. John",male,32.74014778325123,0,0,S, Mr.
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,S, Mr.
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,S, Mr.
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,S, Miss.
532,0,3,"Toufik, Mr. Nakli",male,32.74014778325123,0,0,C, Mr.
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,C, Mr.
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,35.898148148148145,0,2,C, Mrs.
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,S, Miss.
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,S, Miss.
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,S, Mr.
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,C, Miss.
539,0,3,"Risien, Mr. Samuel Beard",male,32.74014778325123,0,0,S, Mr.
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,C, Miss.
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,S, Miss.
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,S, Miss.
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,S, Miss.
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,S, Mr.
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,C, Mr.
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,S, Mr.
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,S, Mrs.
548,1,2,"Padro y Manent, Mr. Julian",male,32.74014778325123,0,0,C, Mr.
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,S, Mr.
550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,S, Master.
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,C, Mr.
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,S, Mr.
553,0,3,"O'Brien, Mr. Timothy",male,32.74014778325123,0,0,Q, Mr.
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,C, Mr.
555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,S, Miss.
556,0,1,"Wright, Mr. George",male,62.0,0,0,S, Mr.
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,C, Miss.
558,0,1,"Robbins, Mr. Victor",male,32.74014778325123,0,0,C, Mr.
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,S, Mrs.
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,S, Mrs.
561,0,3,"Morrow, Mr. Thomas Rowan",male,32.74014778325123,0,0,Q, Mr.
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,S, Mr.
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,S, Mr.
564,0,3,"Simmons, Mr. John",male,32.74014778325123,0,0,S, Mr.
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,22.066225165562916,0,0,S, Miss.
566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,S, Mr.
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,S, Mr.
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,S, Mrs.
569,0,3,"Doharr, Mr. Tannous",male,32.74014778325123,0,0,C, Mr.
570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,S, Mr.
571,1,2,"Harris, Mr. George",male,62.0,0,0,S, Mr.
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,S, Mrs.
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,S, Mr.
574,1,3,"Kelly, Miss. Mary",female,22.066225165562916,0,0,Q, Miss.
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,S, Mr.
576,0,3,"Patchett, Mr. George",male,19.0,0,0,S, Mr.
577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,S, Miss.
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,S, Mrs.
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,35.898148148148145,1,0,C, Mrs.
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,S, Mr.
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,S, Miss.
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,C, Mrs.
583,0,2,"Downton, Mr. William James",male,54.0,0,0,S, Mr.
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,C, Mr.
585,0,3,"Paulner, Mr. Uscher",male,32.74014778325123,0,0,C, Mr.
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,S, Miss.
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,S, Mr.
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,C, Mr.
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,S, Mr.
590,0,3,"Murdlin, Mr. Joseph",male,32.74014778325123,0,0,S, Mr.
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,S, Mr.
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,C, Mrs.
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,S, Mr.
594,0,3,"Bourke, Miss. Mary",female,22.066225165562916,0,2,Q, Miss.
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,S, Mr.
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,S, Mr.
597,1,2,"Leitch, Miss. Jessie Wills",female,22.066225165562916,0,0,S, Miss.
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,S, Mr.
599,0,3,"Boulos, Mr. Hanna",male,32.74014778325123,0,0,C, Mr.
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,C, Mr.
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,S, Mrs.
602,0,3,"Slabenoff, Mr. Petco",male,32.74014778325123,0,0,S, Mr.
603,0,1,"Harrington, Mr. Charles H",male,32.74014778325123,0,0,S, Mr.
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,S, Mr.
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,C, Mr.
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,S, Mr.
607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,S, Mr.
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,S, Mr.
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,C, Mrs.
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,S, Miss.
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,S, Mrs.
612,0,3,"Jardin, Mr. Jose Neto",male,32.74014778325123,0,0,S, Mr.
613,1,3,"Murphy, Miss. Margaret Jane",female,22.066225165562916,1,0,Q, Miss.
614,0,3,"Horgan, Mr. John",male,32.74014778325123,0,0,Q, Mr.
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,S, Mr.
616,1,2,"Herman, Miss. Alice",female,24.0,1,2,S, Miss.
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,S, Mr.
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,S, Mrs.
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,S, Miss.
620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,S, Mr.
621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,C, Mr.
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,S, Mr.
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,C, Mr.
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,S, Mr.
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,S, Mr.
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,S, Mr.
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,Q, Rev.
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,S, Miss.
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,S, Mr.
630,0,3,"O'Connell, Mr. Patrick D",male,32.74014778325123,0,0,Q, Mr.
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,S, Mr.
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,S, Mr.
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,C, Dr.
634,0,1,"Parr, Mr. William Henry Marsh",male,32.74014778325123,0,0,S, Mr.
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,S, Miss.
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,S, Miss.
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,S, Mr.
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,S, Mr.
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,S, Mrs.
640,0,3,"Thorneycroft, Mr. Percival",male,32.74014778325123,1,0,S, Mr.
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,S, Mr.
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,C, Miss.
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,S, Miss.
644,1,3,"Foo, Mr. Choong",male,32.74014778325123,0,0,S, Mr.
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,C, Miss.
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,C, Mr.
647,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,S, Mr.
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,C, Mr.
649,0,3,"Willey, Mr. Edward",male,32.74014778325123,0,0,S, Mr.
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,S, Miss.
651,0,3,"Mitkoff, Mr. Mito",male,32.74014778325123,0,0,S, Mr.
